"ID","ID2","color","z","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality2","quality3"
147,146,"white",1,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,"6","1","2"
149,148,"white",1,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,"7","1","2"
150,149,"white",1,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,"6","1","2"
151,150,"white",1,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,"7","1","2"
152,151,"white",1,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,"6","1","2"
153,152,"white",1,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,"6","1","2"
155,154,"white",1,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,"6","1","2"
156,155,"white",1,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,"6","1","2"
157,156,"white",1,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,"6","1","2"
158,157,"white",1,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,"7","1","2"
161,160,"white",1,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,"7","1","2"
164,163,"white",1,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,"6","1","2"
167,166,"white",1,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,"6","1","2"
168,167,"white",1,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,"7","1","2"
171,170,"white",1,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,"6","1","2"
172,171,"white",1,7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,"6","1","2"
174,173,"white",1,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5,"7","1","2"
176,175,"white",1,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,"6","1","2"
180,179,"white",1,6.4,0.25,0.32,5.5,0.049,41,176,0.995,3.19,0.68,9.2,"6","1","2"
181,180,"white",1,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,"6","1","2"
184,183,"white",1,6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,"6","1","2"
187,186,"white",1,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,"6","1","2"
191,190,"white",1,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,"6","1","2"
193,192,"white",1,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4,"6","1","2"
196,195,"white",1,6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,"6","1","2"
204,203,"white",1,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,"6","1","2"
210,209,"white",1,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,"6","1","2"
212,211,"white",1,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,"7","1","2"
214,213,"white",1,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,"6","1","2"
215,214,"white",1,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,"7","1","2"
222,221,"white",1,7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,"6","1","2"
223,222,"white",1,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,"7","1","2"
224,223,"white",1,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,"6","1","2"
225,224,"white",1,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,"6","1","2"
227,226,"white",1,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,"6","1","2"
228,227,"white",1,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,"6","1","2"
229,228,"white",1,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,"6","1","2"
232,231,"white",1,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,"6","1","2"
233,232,"white",1,8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,"6","1","2"
234,233,"white",1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"6","1","2"
235,234,"white",1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"6","1","2"
236,235,"white",1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"6","1","2"
237,236,"white",1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,"6","1","2"
238,237,"white",1,6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,"6","1","2"
239,238,"white",1,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,"7","1","2"
240,239,"white",1,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,"6","1","2"
243,242,"white",1,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,"7","1","2"
244,243,"white",1,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,"6","1","2"
246,245,"white",1,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,"6","1","2"
247,246,"white",1,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,"7","1","2"
248,247,"white",1,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,"7","1","2"
249,248,"white",1,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,"7","1","2"
255,254,"white",1,5.8,0.24,0.39,1.5,0.054,37,158,0.9932,3.21,0.52,9.3,"6","1","2"
257,256,"white",1,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,"7","1","2"
258,257,"white",1,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,"7","1","2"
259,258,"white",1,6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,"6","1","2"
261,260,"white",1,6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,"6","1","2"
264,263,"white",1,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,"6","1","2"
265,264,"white",1,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,"6","1","2"
267,266,"white",1,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,"6","1","2"
269,268,"white",1,5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,"6","1","2"
270,269,"white",1,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,"6","1","2"
271,270,"white",1,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,"6","1","2"
276,275,"white",1,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,"6","1","2"
277,276,"white",1,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,"6","1","2"
280,279,"white",1,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,"7","1","2"
287,286,"white",1,6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,"6","1","2"
288,287,"white",1,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,"7","1","2"
289,288,"white",1,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,"7","1","2"
290,289,"white",1,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,"7","1","2"
291,290,"white",1,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,"7","1","2"
292,291,"white",1,5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,"6","1","2"
294,293,"white",1,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,"7","1","2"
296,295,"white",1,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,"6","1","2"
298,297,"white",1,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,"7","1","2"
299,298,"white",1,7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,"6","1","2"
300,299,"white",1,6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,"6","1","2"
301,300,"white",1,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,"6","1","2"
302,301,"white",1,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,"6","1","2"
303,302,"white",1,6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,"6","1","2"
304,303,"white",1,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,"6","1","2"
305,304,"white",1,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,"6","1","2"
306,305,"white",1,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,"6","1","2"
308,307,"white",1,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,"6","1","2"
309,308,"white",1,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,"7","1","2"
310,309,"white",1,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,"6","1","2"
311,310,"white",1,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,"7","1","2"
313,312,"white",1,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,"6","1","2"
314,313,"white",1,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,"6","1","2"
316,315,"white",1,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,"6","1","2"
317,316,"white",1,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"6","1","2"
319,318,"white",1,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,"7","1","2"
320,319,"white",1,6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,"6","1","2"
321,320,"white",1,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,"7","1","2"
323,322,"white",1,6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,"6","1","2"
324,323,"white",1,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,"6","1","2"
327,326,"white",1,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,"6","1","2"
328,327,"white",1,6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,"6","1","2"
329,328,"white",1,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,"6","1","2"
333,332,"white",1,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,"6","1","2"
336,335,"white",1,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,"6","1","2"
337,336,"white",1,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,"6","1","2"
338,337,"white",1,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,"6","1","2"
340,339,"white",1,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,"7","1","2"
341,340,"white",1,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,"7","1","2"
342,341,"white",1,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,"6","1","2"
343,342,"white",1,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,"6","1","2"
345,344,"white",1,5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,"6","1","2"
346,345,"white",1,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,"6","1","2"
347,346,"white",1,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,"7","1","2"
348,347,"white",1,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,"6","1","2"
349,348,"white",1,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,"6","1","2"
351,350,"white",1,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,"7","1","2"
352,351,"white",1,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,"7","1","2"
353,352,"white",1,5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,"6","1","2"
354,353,"white",1,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,"7","1","2"
355,354,"white",1,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,"6","1","2"
356,355,"white",1,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,"6","1","2"
357,356,"white",1,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,"6","1","2"
358,357,"white",1,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,"6","1","2"
359,358,"white",1,10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,"6","1","2"
360,359,"white",1,6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,"6","1","2"
361,360,"white",1,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,"6","1","2"
363,362,"white",1,6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,"6","1","2"
364,363,"white",1,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,"6","1","2"
365,364,"white",1,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,"7","1","2"
366,365,"white",1,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,"7","1","2"
367,366,"white",1,6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,"6","1","2"
368,367,"white",1,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,"6","1","2"
369,368,"white",1,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"6","1","2"
371,370,"white",1,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,"6","1","2"
372,371,"white",1,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"6","1","2"
374,373,"white",1,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,"6","1","2"
375,374,"white",1,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,"7","1","2"
376,375,"white",1,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,"7","1","2"
377,376,"white",1,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,"7","1","2"
378,377,"white",1,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,"7","1","2"
379,378,"white",1,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,"6","1","2"
380,379,"white",1,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,"7","1","2"
381,380,"white",1,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,"7","1","2"
382,381,"white",1,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,"6","1","2"
383,382,"white",1,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,"6","1","2"
384,383,"white",1,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,"6","1","2"
385,384,"white",1,6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,"7","1","2"
386,385,"white",1,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,"7","1","2"
387,386,"white",1,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,"7","1","2"
389,388,"white",1,6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,"6","1","2"
390,389,"white",1,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,"7","1","2"
391,390,"white",1,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,"7","1","2"
393,392,"white",1,6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,"6","1","2"
394,393,"white",1,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,"6","1","2"
398,397,"white",1,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,"6","1","2"
400,399,"white",1,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,"6","1","2"
401,400,"white",1,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,"6","1","2"
405,404,"white",1,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,"6","1","2"
407,406,"white",1,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,"7","1","2"
409,408,"white",1,6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,"6","1","2"
411,410,"white",1,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"6","1","2"
412,411,"white",1,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,"6","1","2"
415,414,"white",1,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"6","1","2"
416,415,"white",1,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,"6","1","2"
417,416,"white",1,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,"6","1","2"
419,418,"white",1,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,"6","1","2"
420,419,"white",1,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,"6","1","2"
421,420,"white",1,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,"7","1","2"
422,421,"white",1,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,"6","1","2"
423,422,"white",1,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"6","1","2"
424,423,"white",1,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"6","1","2"
425,424,"white",1,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,"7","1","2"
426,425,"white",1,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,"6","1","2"
427,426,"white",1,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"6","1","2"
433,432,"white",1,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,"7","1","2"
436,435,"white",1,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,"7","1","2"
439,438,"white",1,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,"7","1","2"
441,440,"white",1,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,"7","1","2"
442,441,"white",1,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,"6","1","2"
444,443,"white",1,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,"6","1","2"
445,444,"white",1,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,"6","1","2"
448,447,"white",1,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"6","1","2"
449,448,"white",1,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"6","1","2"
450,449,"white",1,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,"7","1","2"
453,452,"white",1,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,"7","1","2"
454,453,"white",1,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,"7","1","2"
455,454,"white",1,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,"7","1","2"
456,455,"white",1,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"6","1","2"
457,456,"white",1,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,"7","1","2"
459,458,"white",1,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,"6","1","2"
464,463,"white",1,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,"6","1","2"
467,466,"white",1,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,"6","1","2"
468,467,"white",1,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,"6","1","2"
471,470,"white",1,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,"6","1","2"
473,472,"white",1,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,"6","1","2"
474,473,"white",1,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,"7","1","2"
475,474,"white",1,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,"6","1","2"
477,476,"white",1,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,"7","1","2"
478,477,"white",1,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,"6","1","2"
479,478,"white",1,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,"6","1","2"
480,479,"white",1,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,"6","1","2"
482,481,"white",1,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,"6","1","2"
486,485,"white",1,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,"6","1","2"
487,486,"white",1,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,"6","1","2"
488,487,"white",1,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,"6","1","2"
489,488,"white",1,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,"6","1","2"
490,489,"white",1,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,"6","1","2"
491,490,"white",1,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,"6","1","2"
492,491,"white",1,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,"7","1","2"
493,492,"white",1,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,"6","1","2"
494,493,"white",1,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,"6","1","2"
495,494,"white",1,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,"6","1","2"
496,495,"white",1,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,"6","1","2"
498,497,"white",1,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,"6","1","2"
501,500,"white",1,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,"6","1","2"
502,501,"white",1,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,"6","1","2"
503,502,"white",1,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,"6","1","2"
505,504,"white",1,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,"6","1","2"
506,505,"white",1,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,"6","1","2"
508,507,"white",1,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,"7","1","2"
509,508,"white",1,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,"6","1","2"
510,509,"white",1,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,"7","1","2"
511,510,"white",1,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,"6","1","2"
512,511,"white",1,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,"6","1","2"
513,512,"white",1,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,"6","1","2"
514,513,"white",1,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,"6","1","2"
515,514,"white",1,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,"7","1","2"
516,515,"white",1,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,"6","1","2"
518,517,"white",1,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,"6","1","2"
519,518,"white",1,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,"6","1","2"
523,522,"white",1,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,"6","1","2"
524,523,"white",1,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,"6","1","2"
526,525,"white",1,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,"6","1","2"
528,527,"white",1,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,"6","1","2"
529,528,"white",1,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,"6","1","2"
530,529,"white",1,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,"6","1","2"
531,530,"white",1,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,"6","1","2"
533,532,"white",1,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"6","1","2"
534,533,"white",1,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"6","1","2"
535,534,"white",1,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"6","1","2"
538,537,"white",1,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,"6","1","2"
540,539,"white",1,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,"6","1","2"
543,542,"white",1,5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,"6","1","2"
544,543,"white",1,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,"6","1","2"
545,544,"white",1,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,"6","1","2"
546,545,"white",1,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,"6","1","2"
